,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,convention_workclass,convention_education,convention_marital-status,convention_occupation,convention_relationship,convention_race,convention_sex,convention_native-country,convention_income
31271,74,private,54732,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,20,united-states,>50k,2,5,1,5,1,0,0,0,1
31272,39,private,271521,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,48,philippines,>50k,2,0,1,3,1,2,0,11,1
31274,49,private,543922,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,42,united-states,>50k,2,1,1,10,1,0,0,0,1
31275,21,private,766115,10th,6,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,35,united-states,<=50k,2,12,1,2,1,0,0,0,0
31277,39,private,284166,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,1564,50,united-states,>50k,2,1,0,10,0,0,0,0,1
31278,49,private,122206,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,25,united-states,<=50k,2,9,1,5,1,0,0,0,0
31280,47,private,334039,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7298,0,44,united-states,>50k,2,0,1,1,1,0,0,0,1
31281,46,self-emp-not-inc,225456,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k,1,1,1,1,1,0,0,0,0
31282,29,private,112847,assoc-voc,11,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,7298,0,32,united-states,>50k,2,9,1,10,1,2,0,0,1
31283,61,self-emp-not-inc,171840,hs-grad,9,widowed,prof-specialty,unmarried,white,female,0,0,16,united-states,<=50k,1,1,6,3,4,0,1,0,0
31284,48,private,180695,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,38,united-states,<=50k,2,5,2,1,0,0,1,0,0
31285,44,private,121012,9th,5,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,2,4,2,10,0,0,0,0,0
31286,37,self-emp-inc,126569,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,<=50k,5,0,1,10,1,0,0,0,0
31287,45,private,227791,some-college,10,married-civ-spouse,sales,husband,white,male,0,1740,50,united-states,<=50k,2,5,1,5,1,0,0,0,0
31288,51,self-emp-not-inc,290290,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k,1,0,1,3,1,0,0,0,1
31289,33,local-gov,251521,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50k,4,0,0,1,0,0,1,0,0
31290,55,self-emp-not-inc,41938,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,8,united-states,<=50k,1,0,1,3,2,0,1,0,0
31291,25,private,27678,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,60,united-states,<=50k,2,5,1,4,2,0,1,0,0
31292,26,private,133756,hs-grad,9,divorced,farming-fishing,not-in-family,asian-pac-islander,male,0,0,40,philippines,<=50k,2,1,2,7,0,2,0,11,0
31293,54,private,215990,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k,2,1,1,1,1,0,0,0,1
31294,38,private,461337,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,33,united-states,<=50k,2,1,0,5,0,0,1,0,0
31295,39,local-gov,344855,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,1977,20,united-states,>50k,4,3,1,3,2,0,1,0,1
31296,20,state-gov,214542,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k,0,5,0,3,3,0,0,0,0
31297,30,private,258170,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,0,0,0,1,0,0
31298,29,federal-gov,242147,hs-grad,9,divorced,adm-clerical,not-in-family,other,male,0,0,45,united-states,<=50k,3,1,2,0,0,4,0,0,0
31299,42,private,235700,hs-grad,9,divorced,handlers-cleaners,not-in-family,white,female,0,0,40,united-states,<=50k,2,1,2,2,0,0,1,0,0
31300,24,private,278130,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k,2,6,0,0,0,0,0,0,0
31301,36,private,261241,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,>50k,2,1,1,8,1,0,0,0,1
31302,60,private,85995,masters,14,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,50,south,>50k,2,3,1,0,1,2,0,27,1
31303,42,private,340885,hs-grad,9,divorced,farming-fishing,not-in-family,white,male,0,0,44,united-states,<=50k,2,1,2,7,0,0,0,0,0
31304,42,private,152889,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,2,12,1,10,1,0,0,0,0
31305,46,private,195023,hs-grad,9,married-spouse-absent,machine-op-inspct,not-in-family,white,female,0,0,40,columbia,<=50k,2,1,3,8,0,0,1,13,0
31306,52,state-gov,109600,masters,14,married-spouse-absent,exec-managerial,unmarried,white,female,4787,0,44,united-states,>50k,0,3,3,1,4,0,1,0,1
31308,43,private,158177,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,35,united-states,<=50k,2,5,2,0,4,1,1,0,0
31309,43,state-gov,47818,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,0,0,0,3,0,0,1,0,0
31310,27,private,391468,11th,7,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,2,2,10,3,0,0,0,0
31311,52,local-gov,199995,masters,14,married-civ-spouse,exec-managerial,husband,white,male,7298,0,60,united-states,>50k,4,3,1,1,1,0,0,0,1
31312,31,private,231043,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,<=50k,2,5,1,6,1,0,0,0,0
31314,44,private,267790,9th,5,never-married,other-service,unmarried,black,female,0,0,40,united-states,<=50k,2,4,0,4,4,1,1,0,0
31315,27,private,217379,some-college,10,divorced,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k,2,5,2,3,3,0,1,0,0
31316,50,private,421561,some-college,10,divorced,exec-managerial,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,2,1,0,0,0,0,0
31317,23,private,50953,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,9,0,0,1,0,0
31318,22,private,138504,some-college,10,never-married,adm-clerical,unmarried,black,female,0,0,30,united-states,<=50k,2,5,0,0,4,1,1,0,0
31319,36,state-gov,177064,some-college,10,never-married,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k,0,5,0,1,4,0,1,0,0
31320,24,private,103064,bachelors,13,never-married,tech-support,not-in-family,white,female,3674,0,40,united-states,<=50k,2,0,0,9,0,0,1,0,0
31321,59,private,184493,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,2,5,1,5,1,0,0,0,1
31322,39,private,104089,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,>50k,2,9,1,10,1,0,0,0,1
31323,23,private,149204,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k,2,0,0,1,3,0,0,0,0
31324,37,private,405284,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,1340,42,united-states,<=50k,2,0,0,3,0,0,1,0,0
31325,25,local-gov,137296,assoc-acdm,12,never-married,adm-clerical,own-child,black,female,0,0,38,united-states,<=50k,4,6,0,0,3,1,1,0,0
31326,40,private,87771,hs-grad,9,married-civ-spouse,craft-repair,wife,white,female,0,1628,45,united-states,<=50k,2,1,1,10,2,0,1,0,0
31327,38,state-gov,125499,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,7688,0,60,india,>50k,0,0,1,3,1,2,0,3,1
31328,31,private,59083,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,35,united-states,<=50k,2,1,1,4,1,0,0,0,0
31329,28,local-gov,138332,doctorate,16,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k,4,8,2,3,0,0,1,0,0
31330,24,private,198914,hs-grad,9,never-married,sales,unmarried,black,male,0,0,25,united-states,<=50k,2,1,0,5,4,1,0,0,0
31331,46,local-gov,238162,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,0,1887,50,united-states,>50k,4,6,1,11,1,0,0,0,1
31332,29,private,123677,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,asian-pac-islander,female,0,0,40,laos,<=50k,2,1,1,8,2,2,1,17,0
31333,38,federal-gov,325538,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,3,10,1,3,1,0,0,0,1
31334,53,private,251063,some-college,10,separated,exec-managerial,unmarried,black,female,0,0,40,united-states,<=50k,2,5,4,1,4,1,1,0,0
31335,33,private,51471,hs-grad,9,married-civ-spouse,tech-support,wife,white,female,0,1902,40,united-states,>50k,2,1,1,9,2,0,1,0,1
31337,44,private,165599,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k,2,1,1,8,1,0,0,0,0
31338,46,private,149640,bachelors,13,divorced,prof-specialty,not-in-family,white,male,0,0,45,england,>50k,2,0,2,3,0,0,0,7,1
31339,30,private,143526,bachelors,13,never-married,sales,own-child,white,male,0,0,40,united-states,<=50k,2,0,0,5,3,0,0,0,0
31340,24,private,211160,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,2,5,1,5,1,0,0,0,0
31341,29,private,342989,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k,2,1,0,0,3,0,1,0,0
31342,62,self-emp-not-inc,173631,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,70,united-states,<=50k,1,5,1,1,1,0,0,0,0
31343,25,private,141876,hs-grad,9,married-spouse-absent,exec-managerial,not-in-family,white,male,0,0,45,united-states,<=50k,2,1,3,1,0,0,0,0,0
31344,45,private,137604,some-college,10,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,2,5,0,4,0,0,0,0,0
31345,21,private,129232,some-college,10,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,5,0,10,3,0,0,0,0
31346,64,federal-gov,271550,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k,3,5,1,6,1,0,0,0,1
31347,39,private,456922,bachelors,13,divorced,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,2,9,0,0,0,0,0
31348,60,private,232242,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k,2,1,1,5,1,0,0,0,0
31349,35,private,352188,hs-grad,9,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,9,0,0,0,0,0
31350,27,private,114967,bachelors,13,never-married,tech-support,not-in-family,white,male,0,0,40,united-states,<=50k,2,0,0,9,0,0,0,0,0
31351,41,private,201981,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50k,2,1,2,10,3,0,0,0,0
31352,32,state-gov,159247,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50k,0,3,1,3,1,0,0,0,0
31353,24,private,125905,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
31354,32,private,186824,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,2,0,1,10,1,0,0,0,1
31355,42,local-gov,121012,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k,4,5,1,1,1,0,0,0,1
31356,58,private,110844,masters,14,widowed,sales,not-in-family,white,female,0,0,27,united-states,<=50k,2,3,6,5,0,0,1,0,0
31357,23,private,143003,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,1887,50,india,>50k,2,3,1,3,1,2,0,3,1
31358,31,federal-gov,59732,hs-grad,9,married-civ-spouse,farming-fishing,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k,3,1,1,7,1,3,0,0,0
31361,37,private,109633,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,16,united-states,>50k,2,0,1,3,2,0,1,0,1
31362,19,private,160811,hs-grad,9,never-married,sales,own-child,white,male,0,0,38,united-states,<=50k,2,1,0,5,3,0,0,0,0
31363,27,self-emp-not-inc,365110,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,20,united-states,<=50k,1,0,0,3,0,0,1,0,0
31364,61,self-emp-not-inc,113080,9th,5,married-civ-spouse,sales,husband,white,male,0,0,58,united-states,>50k,1,4,1,5,1,0,0,0,1
31365,39,private,206074,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k,2,0,1,3,1,0,0,0,1
31366,25,private,173062,bachelors,13,never-married,handlers-cleaners,unmarried,black,male,0,0,40,united-states,<=50k,2,0,0,2,4,1,0,0,0
31367,58,private,117273,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k,2,5,1,5,1,0,0,0,1
31368,27,self-emp-not-inc,153805,some-college,10,married-civ-spouse,transport-moving,other-relative,other,male,0,0,50,ecuador,>50k,1,5,1,6,5,4,0,16,1
31369,51,private,293802,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,52,united-states,<=50k,2,11,1,2,1,1,0,0,0
31370,43,local-gov,153132,masters,14,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,>50k,4,3,1,3,1,0,0,0,1
31371,46,private,166809,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,2,1,2,0,4,0,1,0,0
31373,50,local-gov,231725,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,4,1,1,2,1,0,0,0,0
31374,20,private,63210,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,15,united-states,<=50k,2,1,0,2,3,0,0,0,0
31375,35,private,108293,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,32,united-states,>50k,2,0,6,3,4,0,1,0,1
31376,57,private,116878,1st-4th,2,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,italy,<=50k,2,15,1,2,1,0,0,25,0
31377,40,private,110622,prof-school,15,married-civ-spouse,adm-clerical,other-relative,asian-pac-islander,female,0,0,40,philippines,<=50k,2,10,1,0,5,2,1,11,0
31378,42,local-gov,180318,10th,6,never-married,farming-fishing,unmarried,white,male,0,0,35,united-states,<=50k,4,12,0,7,4,0,0,0,0
31379,67,self-emp-inc,112318,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,5,12,1,10,1,0,0,0,0
31380,47,private,252079,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,7688,0,44,united-states,>50k,2,0,1,8,1,0,0,0,1
31381,30,private,27153,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,50,united-states,<=50k,2,1,0,2,0,0,0,0,0
31382,26,private,73312,11th,7,never-married,machine-op-inspct,unmarried,white,female,0,0,15,united-states,<=50k,2,2,0,8,4,0,1,0,0
31383,51,private,145409,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
31384,38,private,167882,some-college,10,widowed,other-service,other-relative,black,female,0,0,45,haiti,<=50k,2,5,6,4,5,1,1,19,0
31385,24,private,236696,hs-grad,9,married-civ-spouse,handlers-cleaners,own-child,white,male,0,0,35,united-states,<=50k,2,1,1,2,3,0,0,0,0
31386,48,self-emp-not-inc,28791,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,50,united-states,<=50k,1,1,1,5,2,0,1,0,0
31388,70,private,187292,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,male,6418,0,40,united-states,>50k,2,0,1,2,1,0,0,0,1
31389,35,private,189922,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,1,1,10,1,0,0,0,0
31391,26,private,173992,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,2,5,1,10,1,0,0,0,1
31392,64,private,253759,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,0,0,3,united-states,<=50k,2,1,0,1,0,0,0,0,0
31393,26,private,111243,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50k,2,1,0,0,4,0,1,0,0
31394,39,self-emp-not-inc,147850,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50k,1,1,1,6,1,0,0,0,0
31395,55,private,171015,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,36,united-states,<=50k,2,5,0,0,3,0,1,0,0
31397,33,self-emp-not-inc,361497,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,1,1,1,10,1,0,0,0,0
31398,31,private,137290,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,2,0,1,1,1,0,0,0,1
31399,28,local-gov,401886,hs-grad,9,never-married,adm-clerical,other-relative,white,male,0,0,20,united-states,<=50k,4,1,0,0,5,0,0,0,0
31400,50,private,201882,masters,14,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,30,united-states,<=50k,2,3,1,8,1,0,0,0,0
31401,26,local-gov,30793,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,55,united-states,>50k,4,0,1,3,2,0,1,0,1
31402,44,federal-gov,139161,assoc-acdm,12,divorced,adm-clerical,not-in-family,black,female,0,1741,40,united-states,<=50k,3,6,2,0,0,1,1,0,0
31403,51,private,210736,hs-grad,9,married-spouse-absent,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,3,10,0,0,0,0,0
31404,34,private,167781,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,50,united-states,<=50k,2,1,1,4,1,0,0,0,0
31405,37,private,103986,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,7688,0,39,united-states,>50k,2,0,1,3,1,0,0,0,1
31406,29,private,144592,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,2,10,1,3,1,0,0,0,1
31407,24,private,493034,bachelors,13,never-married,prof-specialty,not-in-family,black,male,0,0,40,united-states,<=50k,2,0,0,3,0,1,0,0,0
31408,27,private,184078,assoc-voc,11,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k,2,9,2,0,4,0,1,0,0
31409,44,private,191814,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k,2,5,1,10,1,0,0,0,0
31410,24,private,329852,hs-grad,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k,2,1,0,8,0,0,0,0,0
31411,54,private,223660,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k,2,1,1,1,1,0,0,0,1
31412,47,private,177087,some-college,10,separated,adm-clerical,unmarried,white,female,0,0,50,united-states,>50k,2,5,4,0,4,0,1,0,1
31413,30,private,143766,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,30,united-states,<=50k,2,1,0,4,0,0,0,0,0
31414,35,private,234271,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,2,0,0,0,1,0,0
31415,39,federal-gov,314822,some-college,10,married-civ-spouse,adm-clerical,husband,black,male,0,0,40,united-states,<=50k,3,5,1,0,1,1,0,0,0
31416,42,private,195584,assoc-acdm,12,separated,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k,2,6,4,0,4,1,1,0,0
31417,70,self-emp-inc,207938,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,2377,50,united-states,>50k,5,0,1,1,1,0,0,0,1
31418,41,private,126850,prof-school,15,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,philippines,<=50k,2,10,1,0,1,2,0,11,0
31419,36,private,279485,hs-grad,9,never-married,exec-managerial,not-in-family,white,female,0,0,38,united-states,<=50k,2,1,0,1,0,0,1,0,0
31420,44,private,267717,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,42,united-states,>50k,2,3,1,3,1,0,0,0,1
31422,20,private,163665,some-college,10,never-married,transport-moving,own-child,white,female,0,0,17,united-states,<=50k,2,5,0,6,3,0,1,0,0
31423,29,private,200468,10th,6,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k,2,12,0,3,0,0,0,0,0
31424,27,private,91501,hs-grad,9,married-civ-spouse,tech-support,wife,white,female,0,0,40,united-states,<=50k,2,1,1,9,2,0,1,0,0
31425,30,private,182771,masters,14,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,0,40,united-states,>50k,2,3,1,3,1,2,0,0,1
31426,59,self-emp-not-inc,56392,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,1579,60,united-states,<=50k,1,5,1,7,1,0,0,0,0
31427,31,private,20511,bachelors,13,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k,2,0,0,4,0,0,1,0,0
31428,21,private,538822,hs-grad,9,never-married,other-service,other-relative,white,male,0,0,40,mexico,<=50k,2,1,0,4,5,0,0,4,0
31429,26,private,332008,some-college,10,never-married,craft-repair,unmarried,asian-pac-islander,male,0,0,37,taiwan,<=50k,2,5,0,10,4,2,0,18,0
31430,57,self-emp-inc,220789,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50k,5,1,1,5,1,0,0,0,1
31431,59,self-emp-not-inc,114760,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,>50k,1,5,1,10,1,0,0,0,1
31433,25,private,181576,some-college,10,never-married,transport-moving,not-in-family,white,male,0,0,55,united-states,<=50k,2,5,0,6,0,0,0,0,0
31434,39,private,198841,masters,14,married-civ-spouse,prof-specialty,husband,white,male,7688,0,45,united-states,>50k,2,3,1,3,1,0,0,0,1
31435,53,private,53197,masters,14,married-civ-spouse,prof-specialty,husband,white,male,3103,0,40,united-states,>50k,2,3,1,3,1,0,0,0,1
31436,32,state-gov,542265,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k,0,1,0,0,0,0,1,0,0
31437,38,private,193026,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,2,1,10,1,0,0,0,0
31438,21,private,25505,assoc-voc,11,never-married,adm-clerical,unmarried,black,female,0,0,35,united-states,<=50k,2,9,0,0,4,1,1,0,0
31439,17,private,375657,11th,7,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,<=50k,2,2,0,2,3,0,0,0,0
31440,44,private,201599,11th,7,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50k,2,2,0,8,4,1,1,0,0
31441,23,private,181820,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,<=50k,2,5,0,2,3,0,0,0,0
31442,57,private,334224,some-college,10,married-civ-spouse,craft-repair,wife,white,female,9386,0,40,united-states,>50k,2,5,1,10,2,0,1,0,1
31443,30,state-gov,54318,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k,0,2,1,6,1,0,0,0,0
31444,51,self-emp-not-inc,141388,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,55,united-states,<=50k,1,1,1,7,1,0,0,0,0
31445,54,self-emp-not-inc,57101,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50k,1,1,1,10,1,0,0,0,0
31446,44,private,168515,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,40,germany,<=50k,2,5,2,0,0,0,1,9,0
31447,60,private,163665,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,16,united-states,>50k,2,5,1,11,1,0,0,0,1
31448,28,private,207513,bachelors,13,married-civ-spouse,sales,husband,white,male,7298,0,42,united-states,>50k,2,0,1,5,1,0,0,0,1
31449,39,private,293291,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,50,united-states,>50k,2,1,1,8,1,0,0,0,1
31450,55,private,70088,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k,2,3,1,3,1,0,0,0,1
31451,36,private,199346,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,50,united-states,>50k,2,3,1,3,2,0,1,0,1
31452,55,local-gov,143949,masters,14,married-civ-spouse,prof-specialty,wife,white,female,3103,0,45,united-states,>50k,4,3,1,3,2,0,1,0,1
31453,33,private,207201,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,55,united-states,>50k,2,1,1,8,1,0,0,0,1
31454,30,private,430283,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,7298,0,40,united-states,>50k,2,1,1,0,2,0,1,0,1
31455,40,local-gov,293809,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,20,united-states,<=50k,4,0,1,3,1,0,0,0,0
31456,30,private,378009,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k,2,3,1,1,1,0,0,0,1
31457,40,private,226608,some-college,10,divorced,tech-support,not-in-family,white,male,0,0,30,guatemala,>50k,2,5,2,9,0,0,0,24,1
31458,24,private,314182,hs-grad,9,never-married,transport-moving,not-in-family,white,female,0,0,50,united-states,<=50k,2,1,0,6,0,0,1,0,0
31459,18,private,170544,11th,7,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k,2,2,0,5,3,0,0,0,0
31460,18,private,94196,hs-grad,9,never-married,handlers-cleaners,own-child,white,female,0,0,25,united-states,<=50k,2,1,0,2,3,0,1,0,0
31461,49,private,193047,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,>50k,2,1,1,10,1,0,0,0,1
31462,42,private,112607,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k,2,1,1,10,1,0,0,0,0
31463,28,local-gov,146949,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k,4,1,1,2,1,0,0,0,0
31464,32,private,309513,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k,2,6,1,10,1,0,0,0,0
31465,48,self-emp-not-inc,191389,some-college,10,separated,sales,unmarried,white,female,0,0,50,united-states,<=50k,1,5,4,5,4,0,1,0,0
31466,24,private,213902,7th-8th,4,never-married,priv-house-serv,own-child,white,female,0,0,32,el-salvador,<=50k,2,7,0,13,3,0,1,22,0
31467,73,self-emp-not-inc,46514,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,25,united-states,<=50k,1,1,1,5,2,0,1,0,0
31469,23,private,38707,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,>50k,2,5,1,6,1,0,0,0,1
31470,19,private,188568,some-college,10,never-married,priv-house-serv,not-in-family,white,female,0,0,40,united-states,<=50k,2,5,0,13,0,0,1,0,0
31471,27,private,215014,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,35,mexico,<=50k,2,1,1,5,1,0,0,4,0
31472,27,private,184477,12th,8,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k,2,14,0,4,0,0,0,0,0
31473,41,self-emp-not-inc,204235,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,>50k,1,10,1,3,1,0,0,0,1
31474,31,private,39054,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,<=50k,2,1,1,10,1,0,0,0,0
31475,64,self-emp-inc,272531,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k,5,1,1,10,1,0,0,0,1
